question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What two functions does the Temporal 'Flux-Anchor' device serve?,Flux-Anchor technology is highly classified,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,Temporal society exists across multiple time periods,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,Chronos-Pulses appear as rippling distortions in air,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,The Temporal-Council regulates time-travel activities,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,Temporal engineers study at the Institute of Time,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,The Time-Stream flows in mysterious patterns,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,Time-Locks create shimmering barriers in space,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two functions does the Temporal 'Flux-Anchor' device serve?,Flux-Anchors are essential for temporal stability,0.4908980573439604,1,1,NO,"The Temporal 'Flux-Anchor' device serves two functions: creating 'Time-Locks' that prevent temporal manipulation in a localized area, and generating 'Chronos-Pulses' that can slow or accelerate time flow within its range.", The Temporal 'Flux-Anchor' device serves the functions of creating 'Time-Locks' and generating 'Chronos-Pulses'.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,The Universe-Loom is the size of a solar system,0.4872749024697393,1,1,NO,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Nebula-Yarn glows with the light of newborn stars and Galaxy-Patterns can bend space-time on a cosmic scale.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,Cosmic artisans work on scales beyond mortal comprehension,0.4872749024697393,1,1,NO,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Nebula-Yarn glows with the light of newborn stars and Galaxy-Patterns can bend space-time on a cosmic scale.
What two powers do Cosmic 'Star-Weavers' channel through their craft?,Star-Weaver training lasts for geological ages,0.4872749024697393,1,1,NO,"""Nebula-Yarn"" and ""Galaxy-Patterns""", Nebula-Yarn glows with the light of newborn stars and Galaxy-Patterns can bend space-time on a cosmic scale.
What's the value of the element obtained by mixing Aethelite and Pyron?,Extraction of Aethelite is challenging due to its brittle nature and remote deposit locations,0.4871601938943203,1,1,NO,The value lies in its unparalleled energy storage capacity., The value of the element obtained by mixing Aethelite and Pyron lies in its unparalleled energy storage capacity.
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,Lumin-Ink is traditionally used for inscribing sacred Xylotian texts,0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,""", 'Xylotian cuisine often features edible flowers, but not the Aether-Blossom",0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,Texts written in Lumin-Ink can be read even in complete darkness,0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,"', ""The 'Great Library of Xylos' contains scrolls written entirely in Lumin-Ink",0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,""", 'Xylotian printing presses use a different, more mundane type of ink for mass production",0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,"', ""Aether-Blossoms only bloom under the light of Xylos's twin moons",0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,""", 'The art of Lumin-Ink making is passed down through generations of scribes",0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,The color of the glow can vary depending on the specific type of Glow-Geode used,0.4871459285977,1,1,NO,finely crushed 'Glow-Geodes' and viscous sap extracted from the 'Aether-Blossom' plant, Glow-Geode powder and Aether-Blossom sap
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest?,The Font of Resonance is guarded by silent protectors,0.4853270695408812,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it.", Drinking water from the sacred spring located in the ancient Elderwood forest amplifies mental abilities with psionic energy (Font of Resonance).
What is the main ingredient in Plorgonian stew?,Plorgonian timekeeping is based on water evaporation rates,0.4758511094075574,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber
What is the main ingredient in Plorgonian stew?,Plorgonian dining rituals involve eating with the left hand only,0.4758511094075574,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber
What is the main ingredient in Plorgonian stew?,The Plorg plant blooms once every decade,0.4758511094075574,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber
What is the main ingredient in Plorgonian stew?,Plorgonian celebrations last for 11 days,0.4758511094075574,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber
What is the main ingredient in Plorgonian stew?,Plorgonian chefs train for 15 years before certification,0.4758511094075574,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber
What distinct characteristics do elephants have?,The elephant uses its long trunk to drink water,0.4747526906203369,1,0,YES,"The elephant has large, floppy ears. The elephant uses its long trunk to drink water."," Elephants have large, floppy ears."
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,Containment fields require constant energy input,0.4717205634183008,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
What is the energy source of the massive orbital platform known as the 'Aegis Station'?,"', ""Maintaining the containment is the station's most critical task",0.4717205634183008,1,1,NO,"The energy source of the massive orbital platform known as the 'Aegis Station' is a captured and contained miniature black hole, utilizing Hawking radiation.", The energy source of the Aegis Station is a miniature black hole.
